tweet,stance
 Oscarస్ గెలుచుకున్న RRR నాటు  నాటు  పాటను సెలబ్రేట్ చేస్తూ న్యూజెర్సీలోని ఓ పార్కింగ్ లాట్ లోని టెస్లా కార్లన్నీ ఇలా లైట్…,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,favour
" ""RRR"" 80 కోట్ల అంశంపై క్లారిటీ ఇచ్చిన నిర్మాత!     …",favour
 అర్థం పర్థం లేని ట్వీట్స్ పెట్టడం అందరితో తిట్టించుకోవడం మహా సరదా అనుకుంట అసెంబ్లీలో ఏడ్చిన పెద్దాయనకు RRR తో డిప్రెష…,favour
 అర్థం పర్థం లేని ట్వీట్స్ పెట్టడం అందరితో తిట్టించుకోవడం మహా సరదా అనుకుంట అసెంబ్లీలో ఏడ్చిన పెద్దాయనకు RRR తో డిప్రెష…,favour
"""RRR"" 80 కోట్ల అంశంపై క్లారిటీ ఇచ్చిన నిర్మాత!    …",favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,favour
 అర్థం పర్థం లేని ట్వీట్స్ పెట్టడం అందరితో తిట్టించుకోవడం మహా సరదా అనుకుంట అసెంబ్లీలో ఏడ్చిన పెద్దాయనకు RRR తో డిప్రెష…,favour
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,against
" మొన్న RRR కి Oscar కోసం డబ్బులు ఖర్చుపెట్టారు అని ఎవడో అంటే, ఉచ్చ ఆపుకోలేక ఊరిమీద పడ్డ కళామ్మ తల్లి కల్తీ బిడ్డలు …",against
" మొన్న RRR కి Oscar కోసం డబ్బులు ఖర్చుపెట్టారు అని ఎవడో అంటే, ఉచ్చ ఆపుకోలేక ఊరిమీద పడ్డ కళామ్మ తల్లి కల్తీ బిడ్డలు …",against
" మొన్న RRR కి Oscar కోసం డబ్బులు ఖర్చుపెట్టారు అని ఎవడో అంటే, ఉచ్చ ఆపుకోలేక ఊరిమీద పడ్డ కళామ్మ తల్లి కల్తీ బిడ్డలు …",against
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
 అర్థం పర్థం లేని ట్వీట్స్ పెట్టడం అందరితో తిట్టించుకోవడం మహా సరదా అనుకుంట అసెంబ్లీలో ఏడ్చిన పెద్దాయనకు RRR తో డిప్రెష…,favour
 150 డేస్ RRR జపాన్ సెంటర్స్ రికార్డ్ అండ్ కలెక్షన్స్!!,favour
" మొన్న RRR కి Oscar కోసం డబ్బులు ఖర్చుపెట్టారు అని ఎవడో అంటే, ఉచ్చ ఆపుకోలేక ఊరిమీద పడ్డ కళామ్మ తల్లి కల్తీ బిడ్డలు …",favour
"  మొన్న RRR కి Oscar కోసం డబ్బులు ఖర్చుపెట్టారు అని ఎవడో అంటే, ఉచ్చ ఆపుకోలేక ఊరిమీద పడ్డ కళామ్మ తల్లి కల్తీ బిడ్డలు …",favour
 అర్థం పర్థం లేని ట్వీట్స్ పెట్టడం అందరితో తిట్టించుకోవడం మహా సరదా అనుకుంట అసెంబ్లీలో ఏడ్చిన పెద్దాయనకు RRR తో డిప్రెష…,favour
 150 డేస్ RRR జపాన్ సెంటర్స్ రికార్డ్ అండ్ కలెక్షన్స్!!,favour
"మొన్న RRR కి Oscar కోసం డబ్బులు ఖర్చుపెట్టారు అని ఎవడో అంటే, ఉచ్చ ఆపుకోలేక ఊరిమీద పడ్డ కళామ్మ తల్లి కల్తీ బిడ్డలు…",favour
